num,text,timestamp,label,clean_text,tokens,processed_tokens,processed_text,sentiment_polarity
60,"...but I'm running out of food and resources. And it's pretty much isolated. Also, blizzards occupy the place so much. Should leave soon...",2016-01-31 22:36:00,1,but im running out of food and resources and its pretty much isolated also blizzards occupy the place so much should leave soon,"['but', 'im', 'running', 'out', 'of', 'food', 'and', 'resources', 'and', 'its', 'pretty', 'much', 'isolated', 'also', 'blizzards', 'occupy', 'the', 'place', 'so', 'much', 'should', 'leave', 'soon']","['im', 'run', 'food', 'resourc', 'pretti', 'much', 'isol', 'also', 'blizzard', 'occupi', 'place', 'much', 'leav', 'soon']",im run food resourc pretti much isol also blizzard occupi place much leav soon,0.2
2505,...Thankful for all the Chinese food spots delivering during this Blizzard! The REAL MVP's Lol #blizzard2016,2016-01-23 22:42:00,0,thankful for all the chinese food spots delivering during this blizzard the real mvps lol,"['thankful', 'for', 'all', 'the', 'chinese', 'food', 'spots', 'delivering', 'during', 'this', 'blizzard', 'the', 'real', 'mvps', 'lol']","['thank', 'chines', 'food', 'spot', 'deliv', 'blizzard', 'real', 'mvp', 'lol']",thank chines food spot deliv blizzard real mvp lol,0.5
912,.@CBSNews just quoted a DC-area woman concerned because her Whole Foods was out of organic carrots. THE BLIZZARD SUFFERING IS ALREADY REAL!,2016-01-21 23:34:00,1,just quoted a dcarea woman concerned because her whole foods was out of organic carrots the blizzard suffering is already real,"['just', 'quoted', 'a', 'dcarea', 'woman', 'concerned', 'because', 'her', 'whole', 'foods', 'was', 'out', 'of', 'organic', 'carrots', 'the', 'blizzard', 'suffering', 'is', 'already', 'real']","['quot', 'dcarea', 'woman', 'concern', 'whole', 'food', 'organ', 'carrot', 'blizzard', 'suffer', 'alreadi', 'real']",quot dcarea woman concern whole food organ carrot blizzard suffer alreadi real,0.2
315,.@IAAPAHQ is closed today. We’d rather “Blizzard” be the name of a new ride...123 days until Memorial Day weekend! pic.twitter.com/C4pbVMqKCI,2016-01-25 15:07:00,1,is closed today wed rather blizzard be the name of a new ride  days until memorial day weekend pictwittercomcpbvmqkci,"['is', 'closed', 'today', 'wed', 'rather', 'blizzard', 'be', 'the', 'name', 'of', 'a', 'new', 'ride', 'days', 'until', 'memorial', 'day', 'weekend', 'pictwittercomcpbvmqkci']","['close', 'today', 'wed', 'rather', 'blizzard', 'name', 'new', 'ride', 'day', 'memori', 'day', 'weekend', 'pictwittercomcpbvmqkci']",close today wed rather blizzard name new ride day memori day weekend pictwittercomcpbvmqkci,0.13636363636363635
1686,.@JeffSpeckAICP @SeanBlanda @anobleDC @classicyuppie last year car was vandalised after blizzard while in active MS flare. Know how I feel.,2016-01-26 11:11:00,1,last year car was vandalised after blizzard while in active ms flare know how i feel,"['last', 'year', 'car', 'was', 'vandalised', 'after', 'blizzard', 'while', 'in', 'active', 'ms', 'flare', 'know', 'how', 'i', 'feel']","['last', 'year', 'car', 'vandalis', 'blizzard', 'activ', 'ms', 'flare', 'know', 'feel']",last year car vandalis blizzard activ ms flare know feel,0.0
1315,".@kanawhaus @jaredwv @jeff_billings Get a wool blanket from a military surplus store! Part of my ""stranded in a Wyoming blizzard"" car kit.",2016-01-22 22:20:00,1,get a wool blanket from a military surplus store part of my stranded in a wyoming blizzard car kit,"['get', 'a', 'wool', 'blanket', 'from', 'a', 'military', 'surplus', 'store', 'part', 'of', 'my', 'stranded', 'in', 'a', 'wyoming', 'blizzard', 'car', 'kit']","['get', 'wool', 'blanket', 'militari', 'surplu', 'store', 'part', 'strand', 'wyom', 'blizzard', 'car', 'kit']",get wool blanket militari surplu store part strand wyom blizzard car kit,0.0
2341,.@NYCMayorsOffice: alt. side parking is canceled all week - DO NOT move car &/or put snow back on the street :) #snow #nyc #jonas #blizzard,2016-01-24 16:08:00,1,alt side parking is canceled all week  do not move car or put snow back on the street,"['alt', 'side', 'parking', 'is', 'canceled', 'all', 'week', 'do', 'not', 'move', 'car', 'or', 'put', 'snow', 'back', 'on', 'the', 'street']","['alt', 'side', 'park', 'cancel', 'week', 'move', 'car', 'put', 'snow', 'back', 'street']",alt side park cancel week move car put snow back street,0.0
859,.@RushMillerFound on #Periscope: #Ski behind the car in #blizzard #Colorado https://www.pscp.tv/w/aYA7TTEzMTkwNzY1fDFtbnhlYk9iT3BRS1jMCYJKG-rH4OXpZbUmBwVUieMWLtueC3ldxNva1PqPTg== …,2016-02-02 05:51:00,1,on   behind the car in,"['on', 'behind', 'the', 'car', 'in']","['behind', 'car']",behind car,-0.4
2081,.@RXBAR ready for #jonas2016.  Blizzard food. pic.twitter.com/g3FdinlrbK,2016-01-22 16:35:00,1,ready for   blizzard food pictwittercomgfdinlrbk,"['ready', 'for', 'blizzard', 'food', 'pictwittercomgfdinlrbk']","['readi', 'blizzard', 'food', 'pictwittercomgfdinlrbk']",readi blizzard food pictwittercomgfdinlrbk,0.0
2275,.@wmata announcing residents who parked cars in Metro garages during blizzard will have an extra day of free parking.,2016-01-24 18:06:00,1,announcing residents who parked cars in metro garages during blizzard will have an extra day of free parking,"['announcing', 'residents', 'who', 'parked', 'cars', 'in', 'metro', 'garages', 'during', 'blizzard', 'will', 'have', 'an', 'extra', 'day', 'of', 'free', 'parking']","['announc', 'resid', 'park', 'car', 'metro', 'garag', 'blizzard', 'extra', 'day', 'free', 'park']",announc resid park car metro garag blizzard extra day free park,0.2
892,".@wmata warns riders fewer Metro cars available due to blizzard, so avoid rush hours: 7:30-9:00 a.m. & 4-6:30 p.m. @CQnow",2016-01-27 21:20:00,1,warns riders fewer metro cars available due to blizzard so avoid rush hours  am   pm,"['warns', 'riders', 'fewer', 'metro', 'cars', 'available', 'due', 'to', 'blizzard', 'so', 'avoid', 'rush', 'hours', 'am', 'pm']","['warn', 'rider', 'fewer', 'metro', 'car', 'avail', 'due', 'blizzard', 'avoid', 'rush', 'hour', 'pm']",warn rider fewer metro car avail due blizzard avoid rush hour pm,-0.125
1891,'Several Days' Needed For Blizzard Clean-Up: New York City residents are urged to leave their snow encased car... http://bit.ly/1lKSoA9 ,2016-01-25 18:30:00,0,several days needed for blizzard cleanup new york city residents are urged to leave their snow encased car,"['several', 'days', 'needed', 'for', 'blizzard', 'cleanup', 'new', 'york', 'city', 'residents', 'are', 'urged', 'to', 'leave', 'their', 'snow', 'encased', 'car']","['sever', 'day', 'need', 'blizzard', 'cleanup', 'new', 'york', 'citi', 'resid', 'urg', 'leav', 'snow', 'encas', 'car']",sever day need blizzard cleanup new york citi resid urg leav snow encas car,0.13636363636363635
1890,'Several Days' Needed For Blizzard Clean-Up: New York City residents are urged to leave their snow encased car... http://bit.ly/1PwKFU2 ,2016-01-25 18:30:00,0,several days needed for blizzard cleanup new york city residents are urged to leave their snow encased car,"['several', 'days', 'needed', 'for', 'blizzard', 'cleanup', 'new', 'york', 'city', 'residents', 'are', 'urged', 'to', 'leave', 'their', 'snow', 'encased', 'car']","['sever', 'day', 'need', 'blizzard', 'cleanup', 'new', 'york', 'citi', 'resid', 'urg', 'leav', 'snow', 'encas', 'car']",sever day need blizzard cleanup new york citi resid urg leav snow encas car,0.13636363636363635
1889,'Several Days' Needed For Blizzard Clean-Up: New York City residents are urged to leave their snow encased car... http://bit.ly/1QvY4L9 ,2016-01-25 18:30:00,0,several days needed for blizzard cleanup new york city residents are urged to leave their snow encased car,"['several', 'days', 'needed', 'for', 'blizzard', 'cleanup', 'new', 'york', 'city', 'residents', 'are', 'urged', 'to', 'leave', 'their', 'snow', 'encased', 'car']","['sever', 'day', 'need', 'blizzard', 'cleanup', 'new', 'york', 'citi', 'resid', 'urg', 'leav', 'snow', 'encas', 'car']",sever day need blizzard cleanup new york citi resid urg leav snow encas car,0.13636363636363635
1896,'Several Days' Needed For Blizzard Clean-Up: New York City residents are urged to leave their snow encased cars where they are all we...,2016-01-25 18:13:00,1,several days needed for blizzard cleanup new york city residents are urged to leave their snow encased cars where they are all we,"['several', 'days', 'needed', 'for', 'blizzard', 'cleanup', 'new', 'york', 'city', 'residents', 'are', 'urged', 'to', 'leave', 'their', 'snow', 'encased', 'cars', 'where', 'they', 'are', 'all', 'we']","['sever', 'day', 'need', 'blizzard', 'cleanup', 'new', 'york', 'citi', 'resid', 'urg', 'leav', 'snow', 'encas', 'car']",sever day need blizzard cleanup new york citi resid urg leav snow encas car,0.13636363636363635
3318,"► The Latest: Cars in standstill amid snow, wind in Kentucky: WASHINGTON (AP) — The latest on the blizzard sla... http://yhoo.it/1lECWWe ",2016-01-23 12:49:00,1,the latest cars in standstill amid snow wind in kentucky washington ap  the latest on the blizzard sla,"['the', 'latest', 'cars', 'in', 'standstill', 'amid', 'snow', 'wind', 'in', 'kentucky', 'washington', 'ap', 'the', 'latest', 'on', 'the', 'blizzard', 'sla']","['latest', 'car', 'standstil', 'amid', 'snow', 'wind', 'kentucki', 'washington', 'ap', 'latest', 'blizzard', 'sla']",latest car standstil amid snow wind kentucki washington ap latest blizzard sla,0.5
85,❥BLIZZARD in NEW YORK CITY ❥Transform into an Emergency Vehicle ➢ Switch Bike for Snowboarding Down to 5 Avenue… pic.twitter.com/h59KIkSJkt,2016-01-24 05:08:00,1,blizzard in new york city transform into an emergency vehicle  switch bike for snowboarding down to  avenue pictwittercomhkiksjkt,"['blizzard', 'in', 'new', 'york', 'city', 'transform', 'into', 'an', 'emergency', 'vehicle', 'switch', 'bike', 'for', 'snowboarding', 'down', 'to', 'avenue', 'pictwittercomhkiksjkt']","['blizzard', 'new', 'york', 'citi', 'transform', 'emerg', 'vehicl', 'switch', 'bike', 'snowboard', 'avenu', 'pictwittercomhkiksjkt']",blizzard new york citi transform emerg vehicl switch bike snowboard avenu pictwittercomhkiksjkt,0.13636363636363635
3014,""" @USATODAYhealth:

Afraid of losing power during the blizzard? How to keep food safe. http://usat.ly/1VeAO3A  pic.twitter.com/h0xjJszAwU """,2016-01-23 14:46:00,1,afraid of losing power during the blizzard how to keep food safe  pictwittercomhxjjszawu,"['afraid', 'of', 'losing', 'power', 'during', 'the', 'blizzard', 'how', 'to', 'keep', 'food', 'safe', 'pictwittercomhxjjszawu']","['afraid', 'lose', 'power', 'blizzard', 'keep', 'food', 'safe', 'pictwittercomhxjjszawu']",afraid lose power blizzard keep food safe pictwittercomhxjjszawu,-0.04999999999999999
2485,""" Day 1 of the Blizzard: I have already ate half of the food that I bought for the storm. I'm not going to make it.""  #truestory",2016-01-23 23:00:00,1,day  of the blizzard i have already ate half of the food that i bought for the storm im not going to make it,"['day', 'of', 'the', 'blizzard', 'i', 'have', 'already', 'ate', 'half', 'of', 'the', 'food', 'that', 'i', 'bought', 'for', 'the', 'storm', 'im', 'not', 'going', 'to', 'make', 'it']","['day', 'blizzard', 'alreadi', 'ate', 'half', 'food', 'bought', 'storm', 'im', 'go', 'make']",day blizzard alreadi ate half food bought storm im go make,-0.16666666666666666
1209,"""@BicyclesOnly: After the blizzard, New Yorkers call bullshit on prioritizing cars
http://brokelyn.com/dig-me-out-bury-your-cars/ …""",2016-01-28 07:48:00,1,after the blizzard new yorkers call bullshit on prioritizing cars,"['after', 'the', 'blizzard', 'new', 'yorkers', 'call', 'bullshit', 'on', 'prioritizing', 'cars']","['blizzard', 'new', 'yorker', 'call', 'bullshit', 'priorit', 'car']",blizzard new yorker call bullshit priorit car,0.13636363636363635
705,"""are u sure u cant take a shift?"" there is a blizzard going on and i ride a bike to work so yea im sure",2016-01-23 16:04:00,1,are u sure u cant take a shift there is a blizzard going on and i ride a bike to work so yea im sure,"['are', 'u', 'sure', 'u', 'cant', 'take', 'a', 'shift', 'there', 'is', 'a', 'blizzard', 'going', 'on', 'and', 'i', 'ride', 'a', 'bike', 'to', 'work', 'so', 'yea', 'im', 'sure']","['u', 'sure', 'u', 'cant', 'take', 'shift', 'blizzard', 'go', 'ride', 'bike', 'work', 'yea', 'im', 'sure']",u sure u cant take shift blizzard go ride bike work yea im sure,0.5
2543,"""Brave Car Says Enough Of This Blizzard, Catches Fire"" http://jalopnik.com/brave-car-says-enough-of-this-blizzard-catches-fire-1754715716 … #gawker #feedly",2016-01-24 03:30:00,1,brave car says enough of this blizzard catches fire,"['brave', 'car', 'says', 'enough', 'of', 'this', 'blizzard', 'catches', 'fire']","['brave', 'car', 'say', 'enough', 'blizzard', 'catch', 'fire']",brave car say enough blizzard catch fire,0.4
993,"""DC areas first blizzard brings plenty of food and drinks specials"" via @metroweekly CC @LHommageDC @txjacksbarbecue http://ow.ly/XntWn ",2016-01-21 21:07:00,1,dc areas first blizzard brings plenty of food and drinks specials via  cc,"['dc', 'areas', 'first', 'blizzard', 'brings', 'plenty', 'of', 'food', 'and', 'drinks', 'specials', 'via', 'cc']","['dc', 'area', 'first', 'blizzard', 'bring', 'plenti', 'food', 'drink', 'special', 'via', 'cc']",dc area first blizzard bring plenti food drink special via cc,0.3035714285714286
1805,"""Did you lose power during the blizzard? How to tell if your food is safe"" http://www.usatoday.com/story/news/2016/01/22/did-you-lose-power-during-blizzard-how-tell-if-your-food-safe/79182500/ … missed us, but hitting many",2016-01-22 21:44:00,1,did you lose power during the blizzard how to tell if your food is safe  missed us but hitting many,"['did', 'you', 'lose', 'power', 'during', 'the', 'blizzard', 'how', 'to', 'tell', 'if', 'your', 'food', 'is', 'safe', 'missed', 'us', 'but', 'hitting', 'many']","['lose', 'power', 'blizzard', 'tell', 'food', 'safe', 'miss', 'us', 'hit', 'mani']",lose power blizzard tell food safe miss us hit mani,0.5
214,"""Ford Testing New Driverless Cars in Blizzard Conditions Using 3D Imaging and LiDar"" http://ift.tt/1OufGnZ , #3DP… http://ift.tt/1geH8VM ",2016-01-19 16:02:00,1,ford testing new driverless cars in blizzard conditions using d imaging and lidar,"['ford', 'testing', 'new', 'driverless', 'cars', 'in', 'blizzard', 'conditions', 'using', 'd', 'imaging', 'and', 'lidar']","['ford', 'test', 'new', 'driverless', 'car', 'blizzard', 'condit', 'use', 'imag', 'lidar']",ford test new driverless car blizzard condit use imag lidar,0.13636363636363635
2154,"""Grocery stores will quickly sell out of food during a blizzard, so be sure to stock up on supplies several days... http://fb.me/46NKMXob9 ",2016-01-22 14:58:00,1,grocery stores will quickly sell out of food during a blizzard so be sure to stock up on supplies several days,"['grocery', 'stores', 'will', 'quickly', 'sell', 'out', 'of', 'food', 'during', 'a', 'blizzard', 'so', 'be', 'sure', 'to', 'stock', 'up', 'on', 'supplies', 'several', 'days']","['groceri', 'store', 'quickli', 'sell', 'food', 'blizzard', 'sure', 'stock', 'suppli', 'sever', 'day']",groceri store quickli sell food blizzard sure stock suppli sever day,0.5
1313,"""Historic blizzard? Meh. I've seen worse.""

 ""Delicious food? Meh. Not as good as [someplace they went on a trip one time].""",2016-01-24 14:54:00,1,"historic blizzard meh ive seen worse

 delicious food meh not as good as someplace they went on a trip one time","['historic', 'blizzard', 'meh', 'ive', 'seen', 'worse', 'delicious', 'food', 'meh', 'not', 'as', 'good', 'as', 'someplace', 'they', 'went', 'on', 'a', 'trip', 'one', 'time']","['histor', 'blizzard', 'meh', 'ive', 'seen', 'wors', 'delici', 'food', 'meh', 'good', 'someplac', 'went', 'trip', 'one', 'time']",histor blizzard meh ive seen wors delici food meh good someplac went trip one time,0.7
2904,"""I have a right to travel at my own risk during a blizzard and scream LIBERTY as loud as I can as my car careens into an intersection""",2016-01-23 21:04:00,1,i have a right to travel at my own risk during a blizzard and scream liberty as loud as i can as my car careens into an intersection,"['i', 'have', 'a', 'right', 'to', 'travel', 'at', 'my', 'own', 'risk', 'during', 'a', 'blizzard', 'and', 'scream', 'liberty', 'as', 'loud', 'as', 'i', 'can', 'as', 'my', 'car', 'careens', 'into', 'an', 'intersection']","['right', 'travel', 'risk', 'blizzard', 'scream', 'liberti', 'loud', 'car', 'careen', 'intersect']",right travel risk blizzard scream liberti loud car careen intersect,0.19285714285714284
368,"""I hope everyone gets in a bad car accident and dies and we get a blizzard for 2 years""-Alli cuz no snow day pic.twitter.com/ZLhQaUAUeu",2016-02-01 15:39:00,1,i hope everyone gets in a bad car accident and dies and we get a blizzard for  yearsalli cuz no snow day pictwittercomzlhqauaueu,"['i', 'hope', 'everyone', 'gets', 'in', 'a', 'bad', 'car', 'accident', 'and', 'dies', 'and', 'we', 'get', 'a', 'blizzard', 'for', 'yearsalli', 'cuz', 'no', 'snow', 'day', 'pictwittercomzlhqauaueu']","['hope', 'everyon', 'get', 'bad', 'car', 'accid', 'die', 'get', 'blizzard', 'yearsal', 'cuz', 'snow', 'day', 'pictwittercomzlhqauaueu']",hope everyon get bad car accid die get blizzard yearsal cuz snow day pictwittercomzlhqauaueu,-0.6999999999999998
2015,"""Let's blizzard and chill""  come over and bring food lol",2016-01-22 18:16:00,0,lets blizzard and chill  come over and bring food lol,"['lets', 'blizzard', 'and', 'chill', 'come', 'over', 'and', 'bring', 'food', 'lol']","['let', 'blizzard', 'chill', 'come', 'bring', 'food', 'lol']",let blizzard chill come bring food lol,0.8
383,"""Low on food, Laura and her family are forced to eat the strangers they offered shelter from the blizzard.""
@ClarkHat @Daddy_Warpig",2016-01-27 04:23:00,1,low on food laura and her family are forced to eat the strangers they offered shelter from the blizzard,"['low', 'on', 'food', 'laura', 'and', 'her', 'family', 'are', 'forced', 'to', 'eat', 'the', 'strangers', 'they', 'offered', 'shelter', 'from', 'the', 'blizzard']","['low', 'food', 'laura', 'famili', 'forc', 'eat', 'stranger', 'offer', 'shelter', 'blizzard']",low food laura famili forc eat stranger offer shelter blizzard,0.0
